Sample,Cache (cycles),DRAM (cycles)
2119,57,369
2120,56,367
2121,58,362
2122,58,370
2123,56,909
2124,53,368
2125,53,366
2126,57,364
2127,55,372
2128,55,366
2129,53,368
2130,53,370
2131,55,370
2132,53,370
2133,57,368
2134,55,368
2135,57,371
2136,53,366
2137,57,370
2138,56,371
2139,57,372
2140,55,673
2141,55,370
2142,55,370
2143,53,366
2144,53,366
2145,53,368
2146,53,368
2147,55,372
2148,55,362
2149,53,366
2150,51,756
2151,59,364
2152,57,366
2153,59,370
2154,55,368
2155,57,366
2156,55,364
2157,57,370
2158,51,368
2159,55,364
2160,55,998
2161,57,366
2162,53,366
2163,55,368
2164,51,372
2165,55,372
2166,57,368
2167,57,370
2168,55,366
2169,57,364
2170,55,1022
2171,53,366
2172,53,368
2173,57,366
2174,55,366
2175,57,366
2176,57,364
2177,55,366
2178,57,368
2179,57,370
2180,51,728
2181,53,366
2182,55,368
2183,55,366
2184,57,372
2185,56,366
2186,55,368
2187,55,370
2188,59,370
2189,53,368
2190,55,976
2191,55,370
2192,53,370
2193,57,366
2194,55,368
2195,55,369
2196,54,368
2197,51,368
2198,53,366
2199,57,366
2200,55,1016
2201,52,370
2202,57,370
2203,55,368
2204,55,372
2205,57,372
2206,53,370
2207,53,372
2208,55,372
2209,55,370
2210,57,908
2211,56,372
2212,56,366
2213,57,372
2214,55,370
2215,59,366
2216,57,370
2217,57,364
2218,57,376
2219,55,366
2220,53,921
2221,57,366
2222,55,374
2223,55,368
2224,55,370
2225,57,372
2226,55,368
2227,53,370
2228,55,370
2229,55,368
2230,55,882
2231,57,370
2232,57,368
2233,53,368
2234,55,372
2235,53,370
2236,55,368
2237,57,368
2238,57,366
2239,55,368
2240,55,1026
2241,57,368
2242,55,370
2243,55,414
2244,55,368
2245,59,364
2246,57,366
2247,53,366
2248,55,368
2249,55,368
2250,57,947
2251,57,370
2252,53,370
2253,55,366
2254,57,367
2255,55,371
2256,57,370
2257,57,370
2258,55,371
2259,55,373
2260,55,957
2261,55,370
2262,57,368
2263,53,368
2264,57,365
2265,53,368
2266,53,370
2267,55,459
2268,57,366
2269,53,366
2270,55,783
2271,55,372
2272,55,370
2273,57,366
2274,57,368
2275,55,372
2276,55,370
2277,57,370
2278,55,368
2279,53,370
2280,57,876
2281,55,368
2282,55,370
2283,57,364
2284,57,370
2285,55,370
2286,55,368
2287,57,370
2288,55,368
2289,57,366
2290,51,949
2291,57,366
2292,57,366
2293,55,368
2294,55,370
2295,57,364
2296,55,366
2297,51,374
2298,55,366
2299,57,364
2300,57,1033
2301,54,368
2302,55,368
2303,59,370
2304,59,370
2305,57,366
2306,57,368
2307,55,366
2308,57,368
2309,57,370
2310,57,980
2311,55,372
2312,57,366
2313,57,365
2314,58,367
2315,57,364
2316,55,368
2317,53,364
2318,55,366
2319,53,372
2320,53,1057
2321,55,372
2322,57,369
2323,55,372
2324,57,366
2325,55,366
2326,53,368
2327,53,370
2328,57,368
2329,57,366
2330,55,817
2331,57,368
2332,57,364
2333,55,370
2334,55,368
2335,55,368
2336,55,367
2337,57,367
2338,56,365
2339,56,370
2340,57,880
2341,55,368
2342,57,367
2343,57,369
2344,57,369
2345,55,369
2346,58,369
2347,57,369
2348,57,369
2349,55,373
2350,55,938
2351,57,371
2352,57,369
2353,56,366
2354,56,366
2355,57,370
2356,57,366
2357,51,366
2358,59,370
2359,55,366
2360,55,1035
2361,56,372
2362,58,368
2363,54,372
2364,56,372
2365,56,370
2366,56,366
2367,57,366
2368,55,372
2369,55,374
2370,57,980
2371,55,372
2372,57,366
2373,57,366
2374,57,368
2375,57,368
2376,57,368
2377,55,374
2378,55,372
2379,57,364
2380,55,928
2381,55,370
2382,53,370
2383,57,366
2384,55,372
2385,55,370
2386,55,368
2387,55,368
2388,57,366
2389,57,370
2390,55,990
2391,57,370
2392,57,369
2393,55,373
2394,55,373
2395,55,371
2396,59,367
2397,58,368
2398,57,370
2399,57,370
2400,51,1029
2401,55,371
2402,57,367
2403,59,371
2404,59,367
2405,55,369
2406,56,367
2407,56,370
2408,58,366
2409,55,372
2410,51,1289
2411,55,367
2412,57,369
2413,57,369
2414,56,368
2415,58,368
2416,54,368
2417,57,372
2418,57,370
2419,55,368
2420,57,679
2421,55,368
2422,53,366
2423,51,370
2424,53,372
2425,55,368
2426,55,368
2427,55,368
2428,55,368
2429,55,368
2430,55,788
2431,56,372
2432,56,370
2433,54,372
2434,56,370
2435,53,368
2436,55,368
2437,55,368
2438,57,370
2439,55,364
2440,57,1031
2441,56,368
2442,55,369
2443,57,371
2444,57,369
2445,57,369
2446,58,368
2447,58,367
2448,54,372
2449,56,372
2450,54,901
2451,57,370
2452,57,368
2453,57,366
2454,55,374
2455,53,368
2456,55,368
2457,55,368
2458,57,368
2459,57,366
2460,57,1010
2461,57,364
2462,53,366
2463,53,368
2464,53,368
2465,57,372
2466,57,368
2467,55,368
2468,55,368
2469,57,372
2470,55,987
2471,56,376
2472,57,376
2473,59,645
2474,55,368
2475,57,372
2476,53,370
2477,57,367
2478,57,366
2479,57,370
2480,55,369
2481,55,368
2482,57,362
2483,53,669
2484,57,364
2485,57,369
2486,57,367
2487,57,364
2488,55,370
2489,57,368
2490,57,368
2491,55,368
2492,54,369
2493,55,859
2494,59,367
2495,57,367
2496,57,366
2497,55,366
2498,55,366
2499,55,366
2500,53,370
2501,57,368
2502,54,367
2503,55,845
2504,56,370
2505,55,372
2506,57,366
2507,53,372
2508,59,364
2509,57,368
2510,54,370
2511,57,371
2512,55,372
2513,55,857
2514,57,367
2515,57,370
2516,57,370
2517,53,368
2518,55,366
2519,55,370
2520,56,366
2521,55,368
2522,55,368
2523,57,917
2524,53,368
2525,51,370
2526,57,370
2527,57,374
2528,57,368
2529,53,368
2530,57,364
2531,57,368
2532,57,369
2533,55,841
2534,55,372
2535,56,370
2536,55,374
2537,57,368
2538,55,370
2539,51,370
2540,57,366
2541,55,366
2542,55,370
2543,58,931
2544,59,363
2545,57,370
2546,57,366
2547,55,372
2548,57,362
2549,57,366
2550,54,367
2551,55,372
2552,57,366
2553,57,912
2554,57,369
2555,57,368
2556,55,368
2557,55,370
2558,57,370
2559,56,369
2560,55,371
2561,55,370
2562,57,364
2563,55,760
2564,56,364
2565,57,371
2566,55,368
2567,53,374
2568,57,364
2569,55,370
2570,57,368
2571,55,364
2572,55,372
2573,52,923
2574,53,366
2575,59,370
2576,55,369
2577,55,372
2578,55,368
2579,53,370
2580,59,364
2581,53,370
2582,55,367
2583,57,902
2584,57,362
2585,55,368
2586,54,371
2587,57,368
2588,53,368
2589,57,366
2590,53,368
2591,57,366
2592,57,370
2593,55,933
2594,56,366
2595,55,369
2596,55,368
2597,57,372
2598,55,366
2599,55,368
2600,56,368
2601,57,372
2602,55,368
2603,53,908
2604,55,370
2605,53,368
2606,55,366
2607,57,364
2608,55,368
2609,56,372
2610,56,373
2611,55,370
2612,57,366
2613,57,882
2614,55,366
2615,55,368
2616,56,370
2617,57,367
2618,57,364
2619,57,372
2620,53,370
2621,56,372
2622,55,373
2623,53,839
2624,55,368
2625,54,372
2626,57,368
2627,57,366
2628,53,370
2629,59,370
2630,54,370
2631,57,365
2632,55,374
2633,57,908
2634,56,366
2635,57,371
2636,55,374
2637,53,370
2638,55,366
2639,57,366
2640,55,368
2641,57,368
2642,53,368
2643,57,929
2644,59,364
2645,54,370
2646,59,366
2647,56,365
2648,58,366
2649,57,367
2650,55,373
2651,55,368
2652,57,370
2653,55,941
2654,51,366
2655,59,366
2656,54,368
2657,56,368
2658,55,369
2659,57,366
2660,55,366
2661,55,366
2662,55,372
2663,53,931
2664,57,368
2665,55,370
2666,51,368
2667,58,365
2668,54,370
2669,57,369
2670,55,369
2671,57,366
2672,57,370
2673,55,884
2674,53,370
2675,59,366
2676,55,369
2677,55,370
2678,55,366
2679,55,372
2680,55,370
2681,57,364
2682,56,368
2683,58,933
2684,57,371
2685,57,370
2686,55,374
2687,55,370
2688,55,372
2689,57,369
2690,57,368
2691,53,374
2692,53,370
2693,57,913
2694,53,370
2695,55,364
2696,55,368
2697,56,366
2698,57,373
2699,57,370
2700,55,366
2701,55,368
2702,57,366
2703,55,878
2704,57,364
2705,55,368
2706,55,370
2707,56,368
2708,57,373
2709,55,374
2710,55,370
2711,55,364
2712,57,366
2713,57,937
2714,57,364
2715,56,364
2716,56,364
2717,57,367
2718,57,367
2719,55,368
2720,55,368
2721,57,365
2722,55,368
2723,53,876
2724,59,362
2725,57,366
2726,57,368
2727,57,368
2728,53,370
2729,56,366
2730,57,369
2731,55,368
2732,57,366
2733,53,880
2734,53,368
2735,53,368
2736,55,368
2737,59,364
2738,59,366
2739,53,366
2740,56,368
2741,55,368
2742,57,364
2743,55,927
2744,57,364
2745,57,370
2746,53,364
2747,57,371
2748,57,368
2749,55,368
2750,57,368
2751,53,370
2752,59,366
2753,57,848
2754,55,366
2755,53,364
2756,54,374
2757,55,376
2758,55,372
2759,57,368
2760,53,372
2761,55,366
2762,57,366
2763,52,927
2764,57,368
2765,58,369
2766,55,372
2767,55,368
2768,55,374
2769,55,368
2770,59,368
2771,57,374
2772,56,370
2773,55,943
2774,57,368
2775,55,364
2776,57,366
2777,55,372
2778,57,367
2779,57,366
2780,55,374
2781,51,372
2782,57,366
2783,57,915
2784,55,368
2785,53,368
2786,59,364
2787,57,366
2788,57,372
2789,54,365
2790,57,365
2791,55,372
2792,55,366
2793,57,939
2794,53,366
2795,57,366
2796,55,364
2797,57,362
2798,55,372
2799,56,370
2800,57,371
2801,55,367
2802,55,366
2803,53,874
2804,57,366
2805,55,366
2806,57,364
2807,55,368
2808,56,366
2809,58,368
2810,55,367
2811,57,365
2812,55,370
2813,55,931
2814,59,571
2815,55,372
2816,55,369
2817,57,376
2818,53,372
2819,55,370
2820,57,368
2821,55,370
2822,57,364
2823,53,368
2824,57,677
2825,57,368
2826,57,370
2827,57,372
2828,55,370
2829,55,372
2830,57,368
2831,57,368
2832,57,370
2833,57,371
2834,56,1039
2835,56,366
2836,55,368
2837,57,366
2838,55,368
2839,53,372
2840,55,370
2841,53,366
2842,57,364
2843,57,366
2844,55,916
2845,58,367
2846,55,368
2847,59,366
2848,57,366
2849,57,370
2850,57,370
2851,53,368
2852,53,372
2853,55,368
2854,57,921
2855,55,370
2856,55,372
2857,55,369
2858,58,366
2859,53,366
2860,57,366
2861,55,368
2862,55,366
2863,57,368
2864,55,1065
2865,58,370
2866,54,368
2867,55,368
2868,55,364
2869,57,362
2870,51,368
2871,55,368
2872,55,366
2873,55,370
2874,55,876
2875,55,371
2876,58,366
2877,55,368
2878,55,366
2879,53,368
2880,55,368
2881,55,368
2882,57,368
2883,55,369
2884,59,1071
2885,57,366
2886,59,366
2887,55,366
2888,55,368
2889,55,374
2890,55,370
2891,55,372
2892,57,370
2893,55,370
2894,55,867
2895,57,370
2896,51,368
2897,57,364
2898,53,370
2899,55,366
2900,57,366
2901,53,372
2902,57,370
2903,55,368
2904,57,1063
2905,57,370
2906,57,370
2907,57,368
2908,55,372
2909,55,368
2910,57,366
2911,55,370
2912,57,369
2913,53,371
2914,58,964
2915,55,366
2916,61,370
2917,57,366
2918,57,370
2919,55,368
2920,57,374
2921,57,371
2922,58,365
2923,57,368
2924,59,945
2925,53,364
2926,55,368
2927,51,368
2928,51,368
2929,53,368
2930,57,368
2931,55,370
2932,57,368
2933,57,369
2934,57,938
2935,54,374
2936,56,368
2937,53,366
2938,57,366
2939,53,368
2940,55,370
2941,57,368
2942,55,367
2943,58,366
2944,57,1088
2945,54,364
2946,55,368
2947,55,368
2948,57,366
2949,57,366
2950,57,368
2951,59,365
2952,57,370
2953,53,364
2954,57,1030
2955,59,366
2956,55,364
2957,53,366
2958,57,364
2959,57,368
2960,57,369
2961,57,367
2962,57,364
2963,57,362
2964,55,898
2965,55,372
2966,55,366
2967,51,368
2968,57,368
2969,55,370
2970,57,369
2971,56,368
2972,53,364
2973,53,368
2974,55,1083
2975,57,366
2976,55,368
2977,55,370
2978,54,365
2979,57,368
2980,57,370
2981,53,364
2982,55,364
2983,57,366
2984,55,1046
2985,55,370
2986,55,366
2987,55,366
2988,55,366
2989,53,368
2990,53,362
2991,57,366
2992,57,368
2993,57,371
2994,58,891
2995,55,368
2996,55,372
2997,55,367
2998,59,373
2999,58,367
3000,54,368
3001,57,366
3002,57,362
3003,51,370
3004,55,1018
3005,55,372
3006,57,370
3007,55,368
3008,55,371
3009,54,370
3010,57,368
3011,57,364
3012,55,364
3013,55,368
3014,57,1038
3015,55,372
3016,55,368
3017,57,370
3018,57,368
3019,57,366
3020,55,370
3021,57,369
3022,58,368
3023,51,368
3024,51,833
3025,58,368
3026,53,368
3027,59,364
3028,57,366
3029,57,368
3030,57,366
3031,57,369
3032,55,366
3033,55,368
3034,57,1081
3035,55,366
3036,55,366
3037,55,369
3038,56,366
3039,55,370
3040,55,370
3041,55,372
3042,55,370
3043,55,366
3044,57,1040
3045,51,366
3046,57,362
3047,55,368
3048,57,366
3049,55,364
3050,55,368
3051,55,366
3052,57,366
3053,57,367
3054,57,849
3055,53,372
3056,55,364
3057,55,368
3058,57,366
3059,55,372
3060,55,370
3061,57,366
3062,57,372
3063,55,370
3064,55,943
3065,57,368
3066,59,366
3067,57,366
3068,53,370
3069,55,368
3070,57,366
3071,55,372
3072,57,370
3073,58,368
3074,56,1012
3075,57,368
3076,55,369
3077,58,364
3078,57,372
3079,55,374
3080,57,365
3081,58,368
3082,55,370
3083,57,366
3084,57,868
3085,57,364
3086,53,370
3087,55,368
3088,55,368
3089,57,370
3090,55,369
3091,52,366
3092,57,370
3093,57,364
3094,53,1071
3095,55,370
3096,55,370
3097,53,372
3098,55,370
3099,53,368
3100,59,363
3101,56,366
3102,51,368
3103,57,362
3104,57,965
3105,59,366
3106,57,368
3107,51,368
3108,55,368
3109,55,370
3110,57,367
3111,59,368
3112,57,372
3113,53,366
3114,57,1010
3115,55,370
3116,53,366
3117,55,366
3118,57,368
3119,55,366
3120,53,374
3121,57,367
3122,58,365
3123,55,366
3124,55,866
3125,57,368
3126,55,366
3127,57,366
3128,55,367
3129,58,368
3130,55,368
3131,57,366
3132,51,370
3133,55,366
3134,55,1071
3135,55,370
3136,57,368
3137,55,370
3138,56,368
3139,58,366
3140,54,370
3141,56,372
3142,54,370
3143,54,368
3144,56,919
3145,57,366
3146,57,368
3147,57,366
3148,55,368
3149,55,368
3150,57,366
3151,55,370
3152,57,368
3153,57,372
3154,57,382
3155,55,368
3156,55,1077
3157,51,372
3158,57,374
3159,57,368
3160,53,374
3161,55,370
3162,51,368
3163,59,364
3164,53,368
3165,57,366
3166,53,886
3167,55,370
3168,55,368
3169,55,372
3170,53,368
3171,57,370
3172,57,372
3173,53,370
3174,57,366
3175,57,366
3176,55,1042
3177,55,370
3178,57,370
3179,57,371
3180,54,369
3181,59,366
3182,57,366
3183,57,364
3184,55,368
3185,57,367
3186,57,1030
3187,55,369
3188,58,366
3189,54,366
3190,57,372
3191,51,368
3192,55,364
3193,55,368
3194,53,370
3195,55,370
3196,57,931
3197,55,368
3198,55,368
3199,55,365
3200,57,365
3201,58,365
3202,59,370
3203,57,368
3204,51,366
3205,55,362
3206,55,1053
3207,56,365
3208,56,370
3209,57,371
3210,56,363
3211,57,370
3212,55,372
3213,53,364
3214,53,364
3215,57,364
3216,57,866
3217,55,368
3218,55,366
3219,57,364
3220,57,367
3221,57,373
3222,59,367
3223,58,365
3224,58,367
3225,56,366
3226,56,1055
3227,55,370
3228,53,368
3229,57,368
3230,55,368
3231,55,368
3232,57,368
3233,57,368
3234,57,372
3235,55,369
3236,57,1016
3237,56,370
3238,56,366
3239,58,366
3240,57,366
3241,57,364
3242,57,368
3243,51,368
3244,55,368
3245,57,372
3246,57,939
3247,57,368
3248,53,368
3249,57,366
3250,55,370
3251,55,370
3252,55,368
3253,57,370
3254,55,368
3255,55,368
3256,57,1022
3257,55,368
3258,55,370
3259,55,369
3260,56,367
3261,55,366
3262,53,368
3263,57,364
3264,55,364
3265,55,368
3266,57,988
3267,57,370
3268,55,368
3269,57,369
3270,57,367
3271,57,369
3272,55,372
3273,57,369
3274,52,370
3275,59,366
3276,57,909
3277,57,364
3278,57,369
3279,58,364
3280,55,366
3281,57,364
3282,57,366
3283,55,368
3284,57,370
3285,57,370
3286,55,1053
3287,55,370
3288,57,368
3289,51,366
3290,57,368
3291,57,366
3292,53,372
3293,57,370
3294,57,366
3295,57,366
3296,57,1014
3297,54,369
3298,54,366
3299,52,368
3300,55,368
3301,53,370
3302,57,372
3303,55,368
3304,55,368
3305,57,366
3306,55,1004
3307,57,370
3308,57,372
3309,55,370
3310,57,369
3311,54,369
3312,58,365
3313,57,364
3314,55,368
3315,55,368
3316,55,903
3317,58,369
3318,58,365
3319,59,368
3320,57,368
3321,55,364
3322,55,366
3323,57,366
3324,57,366
3325,55,367
3326,55,1075
3327,56,368
3328,53,370
3329,55,368
3330,57,368
3331,55,370
3332,57,370
3333,51,368
3334,55,368
3335,55,368
3336,55,1008
3337,55,369
3338,59,369
3339,53,366
3340,53,364
3341,53,366
3342,57,364
3343,57,368
3344,57,363
3345,57,364
3346,53,1025
3347,55,370
3348,57,366
3349,55,366
3350,53,366
3351,57,368
3352,55,366
3353,57,368
3354,55,370
3355,53,371
3356,56,1005
3357,55,364
3358,57,364
3359,55,364
3360,57,364
3361,57,366
3362,57,367
3363,55,366
3364,57,368
3365,55,364
3366,57,1032
3367,57,366
3368,55,366
3369,55,370
3370,55,366
3371,55,368
3372,55,368
3373,57,370
3374,57,376
3375,55,371
3376,56,1017
3377,58,372
3378,57,370
3379,57,370
3380,57,368
3381,57,370
3382,55,368
3383,55,370
3384,55,366
3385,55,373
3386,55,900
3387,55,368
3388,55,372
3389,57,370
3390,57,368
3391,57,367
3392,57,369
3393,56,370
3394,56,368
3395,51,372
3396,53,1075
3397,55,366
3398,57,370
3399,55,368
3400,55,368
3401,55,368
3402,57,366
3403,55,370
3404,55,368
3405,57,366
3406,55,971
3407,57,373
3408,57,365
3409,57,369
3410,54,370
3411,55,368
3412,59,362
3413,57,368
3414,55,372
3415,55,372
3416,51,986
3417,53,370
3418,53,371
3419,54,367
3420,58,368
3421,55,368
3422,53,370
3423,53,364
3424,55,366
3425,55,368
3426,57,1038
3427,53,364
3428,53,370
3429,53,364
3430,55,360
3431,55,366
3432,57,364
3433,57,369
3434,55,373
3435,54,370
3436,57,934
3437,57,370
3438,57,368
3439,57,372
3440,54,370
3441,57,368
3442,59,366
3443,51,370
3444,55,364
3445,57,368
3446,55,1006
3447,53,372
3448,55,368
3449,55,370
3450,55,372
3451,57,370
3452,53,370
3453,57,366
3454,57,366
3455,57,367
3456,57,1003
3457,55,370
3458,56,376
3459,55,369
3460,57,371
3461,57,371
3462,56,373
3463,57,367
3464,57,371
3465,55,373
3466,55,888
3467,55,370
3468,57,366
3469,55,370
3470,55,368
3471,57,368
3472,55,370
3473,55,370
3474,55,368
3475,55,370
3476,55,1044
3477,57,366
3478,55,372
3479,57,366
3480,57,370
3481,55,368
3482,55,370
3483,55,368
3484,57,368
3485,55,370
3486,55,991
3487,56,370
3488,56,364
3489,55,368
3490,56,364
3491,57,370
3492,55,368
3493,57,380
3494,57,370
3495,57,372
3496,55,368
3497,55,370
3498,57,884
3499,53,372
3500,57,370
3501,57,374
3502,51,372
3503,55,364
3504,55,369
3505,57,364
3506,57,366
3507,55,368
3508,53,683
3509,59,371
3510,57,365
3511,55,368
3512,55,364
3513,55,362
3514,57,372
3515,57,369
3516,53,372
3517,57,370
3518,55,872
3519,54,370
3520,57,369
3521,55,372
3522,57,366
3523,55,370
3524,53,364
3525,56,366
3526,55,369
3527,55,372
3528,57,898
3529,55,370
3530,55,372
3531,57,370
3532,56,366
3533,57,369
3534,57,366
3535,55,368
3536,57,368
3537,56,370
3538,55,876
3539,57,370
3540,53,368
3541,53,368
3542,55,366
3543,57,368
3544,54,371
3545,55,369
3546,57,368
3547,57,370
3548,55,886
3549,53,370
3550,54,370
3551,57,369
3552,57,366
3553,55,368
3554,57,366
3555,57,368
3556,55,366
3557,53,368
3558,59,943
3559,57,370
3560,58,374
3561,57,367
3562,57,369
3563,57,368
3564,57,366
3565,57,366
3566,57,366
3567,55,368
3568,55,971
3569,57,367
3570,57,367
3571,55,369
3572,57,368
3573,53,366
3574,55,364
3575,57,364
3576,53,366
3577,59,366
3578,57,799
3579,57,366
3580,51,374
3581,56,368
3582,57,367
3583,55,365
3584,55,369
3585,57,370
3586,55,372
3587,51,374
3588,53,933
3589,59,368
3590,57,370
3591,58,367
3592,57,369
3593,55,370
3594,55,368
3595,57,368
3596,55,368
3597,55,370
3598,55,929
3599,55,366
3600,55,372
3601,55,370
3602,55,364
3603,55,370
3604,53,370
3605,56,367
3606,57,369
3607,55,363
3608,57,847
3609,54,370
3610,55,369
3611,57,370
3612,57,368
3613,55,370
3614,53,370
3615,57,368
3616,54,372
3617,56,369
3618,57,926
3619,53,372
3620,57,370
3621,55,368
3622,53,368
3623,59,368
3624,57,368
3625,58,367
3626,57,372
3627,55,368
3628,57,941
3629,57,366
3630,57,364
3631,54,372
3632,57,367
3633,53,370
3634,57,372
3635,57,368
3636,53,368
3637,57,370
3638,55,845
3639,53,366
3640,56,368
3641,57,371
3642,57,368
3643,55,368
3644,55,370
3645,55,366
3646,55,366
3647,53,368
3648,56,925
3649,56,364
3650,59,367
3651,55,371
3652,57,368
3653,53,370
3654,53,370
3655,57,366
3656,53,368
3657,57,366
3658,53,921
3659,55,370
3660,51,364
3661,55,370
3662,53,366
3663,58,368
3664,57,367
3665,55,369
3666,57,368
3667,53,366
3668,54,846
3669,55,370
3670,59,364
3671,59,364
3672,59,366
3673,51,372
3674,56,368
3675,55,367
3676,57,364
3677,57,372
3678,57,929
3679,53,368
3680,51,366
3681,57,366
3682,55,370
3683,57,370
3684,56,367
3685,53,372
3686,57,370
3687,57,366
3688,53,943
3689,55,368
3690,54,368
3691,56,371
3692,55,374
3693,57,368
3694,53,368
3695,51,372
3696,57,368
3697,56,370
3698,55,924
3699,57,369
3700,55,372
3701,57,370
3702,57,372
3703,54,370
3704,55,369
3705,57,370
3706,55,368
3707,53,372
3708,57,854
3709,55,366
3710,53,368
3711,55,372
3712,56,371
3713,55,369
3714,55,366
3715,57,370
3716,53,368
3717,57,364
3718,53,921
3719,51,366
3720,57,368
3721,58,372
3722,57,371
3723,55,370
3724,57,370
3725,57,370
3726,57,366
3727,51,368
3728,55,929
3729,57,362
3730,53,370
3731,53,372
3732,51,368
3733,51,368
3734,54,368
3735,56,368
3736,55,369
3737,55,368
3738,57,817
3739,55,368
3740,53,368
3741,57,368
3742,55,368
3743,55,370
3744,55,366
3745,57,366
3746,55,366
3747,57,370
3748,55,943
3749,55,370
3750,55,366
3751,55,368
3752,57,366
3753,55,370
3754,55,368
3755,51,370
3756,53,368
3757,55,368
3758,53,903
3759,57,368
3760,55,368
3761,57,366
3762,55,370
3763,57,367
3764,57,369
3765,55,370
3766,55,367
3767,57,367
3768,55,961
3769,57,366
3770,55,370
3771,55,370
3772,57,368
3773,57,369
3774,57,376
3775,57,367
3776,58,367
3777,51,372
3778,55,1055
3779,55,370
3780,57,372
3781,57,368
3782,57,368
3783,55,368
3784,55,370
3785,55,376
3786,57,371
3787,57,371
3788,59,1010
3789,56,374
3790,59,369
3791,58,369
3792,56,372
3793,56,368
3794,51,368
3795,57,368
3796,55,368
3797,57,368
3798,55,915
3799,55,372
3800,55,370
3801,55,372
3802,57,369
3803,59,365
3804,56,372
3805,57,372
3806,56,370
3807,55,370
3808,57,1037
3809,55,371
3810,57,367
3811,58,361
3812,57,362
3813,57,362
3814,53,374
3815,51,370
3816,55,368
3817,55,366
3818,55,1000
3819,59,367
3820,58,363
3821,54,368
3822,57,368
3823,55,370
3824,53,364
3825,55,368
3826,55,368
3827,57,366
3828,57,931
